handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_9ca970c5-ac37-44c6-9a33-186e3962f8f0,Product,"Antique French Fashion Engraving – Modes Vraies, Travail en Famille – 19th","This charming 19th-century French fashion engraving, titled ""Modes Vraies, Travail en Famille"" (True Fashions, Family Work), was published by the Musée des Familles in Paris. The hand-colored lithograph beautifully captures a family scene: a father, mother, and child on a balcony overlooking Paris, showcasing the elegant attire of the time.<br>
<br>
The mother is dressed in a luxurious blue and black gown with lace details, while the child wears a vibrant red plaid dress. The scene reflects Victorian family values and the fashion trends of the mid-1800s.<br>
<br>
Title: Modes Vraies, Travail en Famille<br>
Publication: Musée des Familles<br>
Date: Circa 1850-1870<br>
Medium: Hand-colored lithograph on paper<br>
Dimensions:<br>
Approx. 27 x 18 cm (10.62 x 7.08 inches)<br>
Condition: stains, small cuts<br>
Subjects: 19th-century family life, Victorian fashion, balcony scene, Parisian views, decorative arts.<br>
Style: Victorian Era, Romantic Period fashion plateThis is an authentic antique women's fashion engraving hand-enhanced in color.<br>
It is taken from the magazine of the time the ""store of the young ladies""",6def76_534cbe4c2fc64ff9bc1b1e7ba6f0b607~mv2.jpg;6def76_2a7687f2adfd48bf872431aaecc3a348~mv2.jpg,Fashion,,,20.0,,true,PERCENT,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_39465991-4377-4985-b7c6-3ab6d2c5400b,Product,Vintage Gold Peacock Brooch with Rhinestones and Enamel,"This exquisite vintage gold-tone peacock brooch showcases a stunning design, adorned with shimmering rhinestones and black enamel accents. The brooch features intricate detailing on the feathers and crest, making it a standout piece for collectors or anyone looking to add a touch of elegance to their outfit. The peacock's graceful form exudes timeless sophistication. Perfect for vintage jewelry enthusiasts or as a thoughtful gift.<br>
<br>
Material: Gold-tone metal, rhinestones, enamel<br>
Condition: Excellent vintage condition with minimal wear<br>
Measurements:<br>
Height: 7.5 cm (2.95 inches)<br>
Width: 3.5 cm (1.38 inches)",6def76_f6b475cd465a40babe60f4ca7b433981~mv2.jpg;6def76_f6fac5b6cd4f4c9aae64814a081fd52d~mv2.jpg;6def76_3b3b8e4a640f4578a56c8296bc2f731a~mv2.jpg,Jewels,,,45.0,,false,PERCENT,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_74497499-e751-46e4-b396-56fdd4adc4f3,Product,"Set of 3 Vintage French Educational Cards - Mechanics, Zoology, Chemistry","This colorful set of 3 vintage French educational cards features playful and humorous illustrations depicting themes of Mechanics (Mécanique), Zoology (Zoologie), and Chemistry (Chimie). Each card, illustrated in a charming mid-20th-century style, reflects the artistic work of H. Franck Aîné. These cards combine vibrant colors with whimsical depictions, making them perfect for collectors of vintage ephemera, educational materials, or as fun retro decor.<br>
<br>
Details:<br>
Dimensions: 9 x 14 cm<br>
Type: Vintage educational cards<br>
Themes: Mechanics, Zoology, Chemistry<br>
Artist: H. Franck Aîné<br>
Condition: Good overall with minor age-related wear<br>
Era: Early to mid-20th century<br>
Quantity: Set of 3 cards<br>
<br>
Perfect for:<br>
Collectors of vintage French ephemera<br>
Retro educational and teaching materials<br>
Unique framed wall decor<br>
Lovers of whimsical and nostalgic illustrations",6def76_f79eb48d717947f4ade4e8cc136fc3d8~mv2.jpg;6def76_7e1ad4fd386a4e17a7aac25cb7e9f371~mv2.jpg;6def76_9017a3eefcfe44ffade452e07ae036a1~mv2.jpg;6def76_58033f62b42043a888ffa881d3be65ee~mv2.jpg;6def76_555c14a3fc8349088a84fba6c8f26744~mv2.jpg,Chromo,,,58.0,,true,PERCENT,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8f07348a-9755-46f9-a98e-45d125c340e5,Product,"Antique Poultry Lithograph - ""Lady Gwydyr's Pair of Silkies"" - Cassell's Poultry","This exquisite 19th-century lithograph depicts ""Lady Gwydyr's Pair of Silkies,"" winners of the First Prize in the ""Any Variety"" Class at Bristol, 1871. From the renowned Cassell's Poultry Book, this piece is a fine example of historical animal illustration. With vibrant colors and incredible detail, this lithograph is a must-have for collectors of vintage poultry art, farm animal lovers, or anyone seeking unique wall art.<br>
<br>
Condition: stains, folds<br>
Dimensions: Approx. 27 x 20 cm/ 10.62 x 7.87 inches<br>
Style: Antique Animal Illustration, Poultry Art.",6def76_b17c61a1497f438da711c8c4106c0b3c~mv2.jpg;6def76_6e9f12e5b678405e9876eeef68af7594~mv2.jpg,Animals,,,42.0,,false,PERCENT,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_19f745e2-6064-4ff6-b8a8-494ef07c1d05,Product,Antique Etching Scene - 19th Century Artwork by E. Boilvin,"This finely detailed etching by renowned 19th-century artist E. Boilvin captures an engaging historical scene with remarkable precision. Published by Jouaust and printed by A. Salmon, the artwork showcases the intricate interplay of characters and architecture. The monochromatic tones and expert shading evoke the ambiance of a bygone era. A perfect acquisition for art collectors and enthusiasts of antique etchings.<br>
<br>
Condition: Excellent with minimal signs of age on the margins.<br>
Dimensions: Approx. 22.5 x 18.5 cm/ 8.85 x 7.28 inches.<br>
Style: Historical Art, Classic Etching, Fine Art.",6def76_e310d364e7dd4afdb07ef0786cdc2827~mv2.jpg;6def76_72a50308b9f540c0a9fbacc5542e14d6~mv2.jpg;6def76_0a11d992b8cb4d4288ddcad5a338b786~mv2.jpg;6def76_c3625997ebc748a0ad467c64724b5ed9~mv2.jpg;6def76_3653f9b5a74d4ca486cb63d4be49ce69~mv2.jpg;6def76_b39053ffbfb843b1bf71d479c5243b11~mv2.jpg;6def76_9767673a110f4bf4aafa5fcd36eed3a2~mv2.jpg;6def76_5f40ba2334bc493f8c371538d19612e1~mv2.jpg;6def76_e3e582a7d28e4397a94e5df3d3c0b21b~mv2.jpg;6def76_112390bef18849ed9a8f82af644746bc~mv2.jpg,Flowers,,,85.0,,true,PERCENT,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1bdc530a-4f7b-4f81-a4a2-56d06d035acf,Product,Vintage Tribal Gold-Tone Brooch - Abstract Geometric Design,"This vintage gold-tone brooch features an intricate tribal-inspired abstract design with geometric patterns. Its unique craftsmanship and textured finish give it a bold and artistic character, perfect for adding a statement touch to any outfit. Likely mid-20th century, this collectible pin is ideal for vintage jewelry enthusiasts and costume jewelry collectors. A conversation-starting accessory for any occasion.<br>
<br>
Dimensions: 7 x 3 cm / 2.75 x 1.81 inches<br>
Material: Gold-tone metal",6def76_7cdf124e13e54fed91d52659b3673ca9~mv2.jpg;6def76_359e9542010a4f2fb8e035107e6f6e4a~mv2.jpg,Jewels,,,45.0,,false,PERCENT,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0187e4d9-9c7f-4ace-99a3-fc535dc31942,Product,Set of 3 Antique Liebig Trade Cards - Views of European Capitals,"This beautiful set of 3 antique Liebig trade cards features vibrant chromolithograph illustrations of iconic European landmarks, including Paris (Place de l'Opéra), Berlin (Porte de Brandebourg), and Rome (Place St. Pierre). These colorful advertising cards, produced for Véritable Extrait de Viande Liebig, are prized for their detailed artwork and historical charm. Perfect for collectors of vintage ephemera, European history enthusiasts, or as unique framed decor.<br>
<br>
Details:<br>
Dimensions: 7 x 10.5 cm<br>
Type: Antique Liebig trade cards<br>
Themes: Views of European capitals (Paris, Berlin, Rome)<br>
Condition: Good overall with minor age-related wear<br>
Era: Late 19th to early 20th century<br>
Quantity: Set of 3 cards<br>
<br>
Perfect for:<br>
Collectors of vintage trade cards<br>
European travel and history enthusiasts<br>
Unique vintage wall decor<br>
Lovers of advertising ephemera",6def76_c41866c26a23429baf293b623ee1cdfa~mv2.jpg;6def76_3627abad67c449fdb2e2e7ab834cdd15~mv2.jpg;6def76_bc20dffddcc74967bf2778aa037bdad9~mv2.jpg;6def76_bb00e970f1024d8eb5b41072d20dfd20~mv2.jpg;6def76_dc9aadffd684413e9ad1df8e3b27fe96~mv2.jpg,Chromo,,,49.0,,true,PERCENT,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_32866a66-37c9-44b2-bdf9-65cfc15fecc3,Product,"Antique French Fashion Lithograph - ""Modes Vraies, Travail en Famille"" - Musée","This elegant hand-colored lithograph titled ""Modes Vraies, Travail en Famille"" originates from the Musée des Familles, a 19th-century French publication celebrated for its detailed depictions of Victorian-era fashion and family life. The artwork captures a serene family scene showcasing intricate fashion details, including rich fabrics and refined accessories, making it an exceptional piece for collectors of antique fashion prints or lovers of Victorian art.<br>
<br>
Dimensions: 27 x 18 cm / 10.62 x 7.02 inches<br>
Condition: stains, small cuts",6def76_9a898e414b024cac92bc91f5630611b3~mv2.jpg;6def76_653e237db6784ecf8b39c92d28e4d5a9~mv2.jpg,Fashion,,,20.0,,true,PERCENT,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6ae14e88-db24-484c-b7ea-3eb1b791bc78,Product,Vintage Horse Head Brooch with Flowing Mane - Gold & Silver Tone,"This unique vintage brooch features a striking horse head design with a detailed flowing mane in gold and silver tones. The horse's head has an elegant white enamel finish, while the mane exhibits intricate textured metalwork. The mix of silver and gold accents creates a beautiful contrast, making it perfect for horse lovers and collectors alike. Secure pin closure on the back.<br>
<br>
Dimensions:<br>
Height: 6.5 cm (2.56 inches)<br>
Width: 4.5 cm (1.77 inches)<br>
A beautiful statement accessory to add a touch of equestrian charm to your outfit or collection.",6def76_7d63d17edab04482b80d4dcec4ff5277~mv2.jpg;6def76_7590f30c90e54ca398d0945b8b6e1436~mv2.jpg,Jewels,,,40.0,,false,PERCENT,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1cd25d11-83d1-4106-976f-ce73d149f8e7,Product,"Set of 4 Vintage French Advertising Cards - Liebig, Lyon, and Nostalgic Scenes","This delightful set of 4 vintage French advertising cards features vibrant and playful scenes from the late 19th to early 20th century. The cards showcase unique themes, including:<br>
<br>
A Liebig card with musical notes and traditional costumes titled Le Roi d'Yvetot.<br>
A colorful educational card highlighting multiplication titled ""8 fois"" with charming children.<br>
A nostalgic L'Express de Lyon illustration featuring dynamic art and transportation motifs.<br>
An advertising card for Chapellerie Populaire with a whimsical depiction of Nasologie (study of facial features).<br>
These cards are beautifully illustrated, reflecting French commercial art and educational ephemera from the past. Perfect for collectors of antique advertising, ephemera enthusiasts, or as striking framed wall decor.<br>
<br>
Details:<br>
Dimensions: 11.5 x 8 cm / 5.5 x 8.5 cm / 9.5 x 7 cm<br>
Type: Vintage French advertising cards<br>
Themes: Traditional music, childhood education, transportation, fashion advertisements<br>
Condition: Good overall with minor age-related wear (creases and edge wear visible)<br>
Era: Late 19th to early 20th century<br>
Quantity: Set of 4 cards<br>
<br>
Perfect for:<br>
Collectors of French vintage ephemera<br>
Antique advertising enthusiasts<br>
Educational and nostalgic art lovers<br>
Unique framed wall art for a retro touch",6def76_f94604ee8c944d98af93c3f1e22f7f97~mv2.jpg;6def76_a6b8dd91d45947e69eee8a0270116b8c~mv2.jpg;6def76_da5ab39a190845a48ac620757e340f64~mv2.jpg;6def76_0c8f013daa954a63a519e7a0483589ae~mv2.jpg;6def76_da3166bac3d34e37b519d206235a96a6~mv2.jpg;6def76_3829028544784692b03933f2c5db7c0c~mv2.jpg,Chromo,,,58.0,,false,PERCENT,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2ce5c84b-57ae-4c35-8de2-af553606e01c,Product,Antique Lithography 1860s Women & Children Fashion Print - Vintage Victorian Art,"Transport yourself to the elegance of the 1860s with this exquisite antique lithography print showcasing women and children's fashion of the era. Capturing the grace and charm of Victorian style, this vintage artwork is a true testament to the fashion trends of the time. Meticulously preserved and rich in detail, this print offers a glimpse into a bygone era of sophistication and refinement. Perfect for collectors, history enthusiasts, or anyone with an appreciation for vintage art, this piece adds a touch of nostalgia to any space.<br>
<br>
This is an authentic antique engraving hand-enhanced in color.<br>
Lithography on paper<br>
Dimensions: 27 x 28 cm / 10.62 x 11.02 inches<br>
Condition: stains",6def76_7ab4cd5a57e64352b3e2aaf96cdd09f5~mv2.jpg;6def76_645052db5b074356ad36fb682c3c53ce~mv2.jpg,Flowers,,,35.0,,true,PERCENT,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_493e45be-9032-4cc4-be25-ca28e738fc72,Product,"Vintage 1860' Old fashion, Victorian era fashion engraving, model antique","This is an authentic antique women's fashion engraving hand-enhanced in color.<br>
It is taken from the magazine of the time the ""store of the young ladies""<br>
Dimensions: 27 x 28 cm / 10.62 x 11.02 inches<br>
Condition: stains, small cuts",6def76_65c0b5ce9a0a4dd6a5283911f43d7998~mv2.jpg;6def76_1b139181688b4503b94167498a8d3970~mv2.jpg,Fashion,,,20.0,,true,PERCENT,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ad2f63bc-b6da-4c06-b89a-6b5f57ff0d6c,Product,Vintage Purple Enamel and Rhinestone Brooch - Elegant Leaf Motif,"This vintage brooch features a beautiful leaf design adorned with sparkling rhinestones, elegant purple enamel accents, and green marquise-cut stones. The piece is meticulously crafted with a gold-tone finish and has a secure pin clasp on the back. Ideal for collectors or as a statement accessory to elevate any outfit.<br>
<br>
Dimensions:<br>
Height: 6 cm / 2.36 inches<br>
Width: 3.5 cm / 1.38 inches",6def76_33d8798a35994a5db34f3231807ab371~mv2.jpg;6def76_2d73720e759643d9a17a276b240ac694~mv2.jpg,Jewels,,,45.0,,false,PERCENT,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
